\fixlen = T
\RowsRetrieved = 9667
\ORIGIN = IPAC Infrared Science Archive (IRSA), Caltech/JPL
\SIMULATED_TABLE = n
\DATETIME = 2022-06-21 03:09:16
\DataTag = ADS/IRSA.Gator#2022/0621/030916_11866
\DATABASE = ZTF DR11 Objects (ztf_objects_dr11)
\EQUINOX = J2000
\SKYAREA = within 225 arcsec of  ra=5.07208 dec=+59.30389 Eq J2000 
\StatusFile = /workspace/TMP_wibCZC_6485/Gator/irsa/11866/log.11866.html
\SQL = 'WHERE (no constraints)
\SQL = SELECT (23 column names follow in next row.)
\ 
\ 
\ oid
\ ___ Unique object identifier
\ ra (deg)
\ ___ Object Right Ascension
\ dec (deg)
\ ___ Object Declination
\ field
\ ___ Field identifier
\ ccdid
\ ___ CCD identifier (1-16)
\ qid
\ ___ Quadrant (1-4)
\ filtercode
\ ___ Filter code (zg, zr, zi)
\ ngoodobs
\ ___ Number of epochal detections that were not flagged or masked due to bad pixels
\ ngoodobsrel
\ ___ Number of epochal detections in this release not associated with bad pixels
\ nobs
\ ___ Total number of epochal detections (observation epochs) in the lightcurve
\ nobsrel
\ ___ Total number of epochal detections that are in this release
\ refmag (mag)
\ ___ Object magnitude from reference image if detected (not transient)
\ refmagerr (mag)
\ ___ Error in refMag
\ astrometricrms (deg)
\ ___ Root Mean Squared deviation in epochal positions relative to object RA,Dec
\ chisq
\ ___ Chi-square metric using nobs detections
\ magrms (mag)
\ ___ Root Mean Squared deviation over nobs magnitudes
\ maxmag (mag)
\ ___ Maximum magnitude over nobs detections
\ medianabsdev (mag)
\ ___ Median absolute deviation in magnitudes over nobs detections
\ medianmag (mag)
\ ___ Median magnitude over nobs detections
\ medmagerr (mag)
\ ___ Median of magerr values over nobs detections
\ minmag (mag)
\ ___ Minimum magnitude over nobs detections
\ dist (arcsec)
\ ___ Distance between the target position and each source in arcsec.
\ angle (deg)
\ ___ Position Angle in degree.
\ 
\
|oid             |ra       |dec       |field|ccdid|qid |filtercode|ngoodobs|ngoodobsrel|nobs|nobsrel|refmag      |refmagerr   |astrometricrms|chisq       |magrms      |maxmag      |medianabsdev|medianmag   |medmagerr   |minmag      |dist      |angle     |
|long            |double   |double    |int  |int  |int |char      |int     |int        |int |int    |double      |double      |double        |double      |double      |double      |double      |double      |double      |double      |double    |double    |
|                |deg      |deg       |     |     |    |          |        |           |    |       |mag         |mag         |deg           |            |mag         |mag         |mag         |mag         |mag         |mag         |arcsec    |deg       |
|null            |null     |null      |null |null |null|null      |null    |null       |null|null   |null        |null        |null          |null        |null        |null        |null        |null        |null        |null        |null      |null      |
  806303100088105 5.0973860 59.3474497   806     3    1 zi                9           8    9       8 2.133200E+01 1.100000E-01   1.733260E-06 7.685254E-01 2.592652E-01 2.119785E+01 8.289337E-02 2.085917E+01 1.599137E-01 2.038179E+01 163.557186  16.497677 
  806103100029428 5.0222195 59.3415349   806     3    1 zg               18          18   22      22 2.209000E+01 1.540000E-01   1.358179E-06 7.602217E-01 1.958994E-01 2.223783E+01 1.053581E-01 2.174389E+01 2.054716E-01 2.133373E+01 163.563547 325.972174 
  806103400041946 5.0318937 59.2633443   806     3    4 zg                1           1    1       1 2.256300E+01 3.540000E-01   0.000000E+00 0.000000E+00         null 2.111613E+01 0.000000E+00 2.111613E+01 1.713055E-01 2.111613E+01 163.604037 206.868595 
 1809111300036963 5.0956831 59.3477129  1809    11    3 zg                1           1    1       1 2.258400E+01 2.290000E-01   0.000000E+00 0.000000E+00         null 2.106625E+01 0.000000E+00 2.106625E+01 1.894239E-01 2.106625E+01 163.609537  15.353894 
  806303100073148 5.0051579 59.3338921   806     3    1 zi                1           1    1       1 2.160900E+01 1.450000E-01   0.000000E+00 0.000000E+00         null 2.082101E+01 0.000000E+00 2.082101E+01 1.573269E-01 2.082101E+01 163.639158 311.331306 
 1809211300070048 4.9992717 59.3300796  1809    11    3 zr                1           1    1       1 2.239600E+01 3.190000E-01   0.000000E+00 0.000000E+00         null 2.183518E+01 0.000000E+00 2.183518E+01 2.482802E-01 2.183518E+01 163.641887 305.211630 
 1809211300005897 5.0222075 59.3415742  1809    11    3 zr               70          70   74      74 2.015400E+01 4.100000E-02   9.275524E-07 1.205975E+00 1.524235E-01 2.059827E+01 9.240723E-02 2.011758E+01 1.136035E-01 1.968436E+01 163.693094 325.993529 
  806303100042333 5.0221913 59.3415697   806     3    1 zi               44          40   48      43 1.937900E+01 4.300000E-02   4.670390E-07 1.421613E+00 8.318017E-02 1.958954E+01 5.916595E-02 1.937733E+01 6.170419E-02 1.919096E+01 163.696325 325.981730 
 1809111300037076 4.9991768 59.3300473  1809    11    3 zg                0           0    0       0 2.286700E+01 3.480000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 163.717552 305.143245 
  806303100061042 5.0595490 59.3489206   806     3    1 zi               31          28   35      31 2.050100E+01 6.300000E-02   8.082765E-07 9.988481E-01 1.562295E-01 2.073517E+01 8.439064E-02 2.037378E+01 1.252619E-01 2.010697E+01 163.735537 351.925539 
 1809111300047792 5.0595444 59.3489295  1809    11    3 zg                2           2    2       2 2.249300E+01 1.960000E-01   9.110812E-07 0.000000E+00 1.838587E-01 2.102594E+01 0.000000E+00 2.089593E+01 1.772871E-01 2.076592E+01 163.768446 351.924191 
 1809111300028234 5.0222123 59.3416071  1809    11    3 zg                1           1    1       1 2.213200E+01 1.310000E-01   0.000000E+00 0.000000E+00         null 2.196321E+01 0.000000E+00 2.196321E+01 2.533433E-01 2.196321E+01 163.786311 326.019282 
  806303100081885 5.1300446 59.3384624   806     3    1 zi                1           0    1       0 2.212000E+01 2.110000E-01   0.000000E+00 0.000000E+00         null 2.147880E+01 0.000000E+00 2.147880E+01 2.019182E-01 2.147880E+01 163.787370  40.520443 
 1809211300070126 4.9860839 59.3158821  1809    11    3 zr               17          17   18      18 2.103200E+01 8.600000E-02   1.545600E-06 1.046272E+00 1.819160E-01 2.120500E+01 1.221771E-01 2.088097E+01 1.731288E-01 2.054277E+01 163.802476 285.318297 
  806203100056719 5.0221796 59.3416024   806     3    1 zr              644         637  667     660 2.021600E+01 4.800000E-02   9.896517E-07 1.009815E+00 1.407574E-01 2.094215E+01 8.354092E-02 2.018337E+01 1.226539E-01 1.972149E+01 163.805886 325.998568 
  806203100042870 5.0596653 59.3489507   806     3    1 zr              260         258  264     262 2.105700E+01 9.400000E-02   1.136293E-06 1.252024E+00 2.310424E-01 2.161467E+01 1.555233E-01 2.098292E+01 1.841649E-01 2.026091E+01 163.812957 352.004783 
 1809211300054906 5.0285475 59.2641846  1809    11    3 zr                1           1    1       1 2.258200E+01 1.740000E-01   0.000000E+00 0.000000E+00         null 2.056137E+01 0.000000E+00 2.056137E+01 1.525084E-01 2.056137E+01 163.827379 209.268214 
  806303100043084 4.9951888 59.3269403   806     3    1 zi                4           4    5       4 2.156200E+01 2.300000E-01   1.560444E-06 1.520422E+00 2.417821E-01 2.122307E+01 1.811743E-01 2.093557E+01 1.766673E-01 2.074396E+01 163.828614 300.464798 
 1809211300061577 5.0596937 59.3489578  1809    11    3 zr               29          29   29      29 2.102900E+01 7.100000E-02   9.263954E-07 1.349288E+00 2.248693E-01 2.139125E+01 1.605110E-01 2.087873E+01 1.763698E-01 2.052678E+01 163.831018 352.024079 
  806203100056807 5.0017480 59.3318789   806     3    1 zr               18          18   18      18 2.178000E+01 1.440000E-01   3.200726E-06 1.254496E+00 3.032858E-01 2.192938E+01 1.895781E-01 2.152296E+01 2.240490E-01 2.077543E+01 163.844366 307.980273 
  806303400059760 5.0784327 59.2584851   806     3    4 zi                9           6    9       6 2.094000E+01 1.160000E-01   2.554676E-06 1.415877E+00 3.137893E-01 2.113824E+01 1.609154E-01 2.095971E+01 1.684985E-01 2.016941E+01 163.874584 175.909252 
  806303400082377 5.0288334 59.2640804   806     3    4 zi                6           6    6       6 2.112900E+01 1.090000E-01   2.658935E-06 9.277226E-01 2.462945E-01 2.110340E+01 1.041002E-01 2.092910E+01 1.663633E-01 2.045233E+01 163.899115 209.043706 
 1809211300061717 5.0015849 59.3318101  1809    11    3 zr                1           1    1       1 2.189200E+01 2.540000E-01   0.000000E+00 0.000000E+00         null 2.117022E+01 0.000000E+00 2.117022E+01 1.982849E-01 2.117022E+01 163.928851 307.847652 
 1809111300042560 4.9859852 59.3158376  1809    11    3 zg                2           2    3       3 2.191700E+01 1.440000E-01   2.750640E-06 0.000000E+00 1.452684E-01 2.162484E+01 0.000000E+00 2.152212E+01 2.292302E-01 2.141940E+01 163.935419 285.247614 
  806203100056900 4.9860271 59.3159333   806     3    1 zr              213         210  217     214 2.109300E+01 1.040000E-01   1.638198E-06 9.711475E-01 2.233255E-01 2.136661E+01 1.187325E-01 2.093716E+01 1.812626E-01 1.997361E+01 163.951684 285.370856 
  806103100029708 4.9860167 59.3159361   806     3    1 zg               29          29   32      32 2.187600E+01 1.670000E-01   1.966783E-06 1.159201E+00 3.612177E-01 2.209693E+01 1.524868E-01 2.152810E+01 1.950283E-01 2.012805E+01 163.972772 285.372492 
  806303400087964 5.1157545 59.2641715   806     3    4 zi                0           0    0       0 2.183200E+01 1.730000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 163.996245 150.660176 
 1809211300006239 5.0049104 59.3339148  1809    11    3 zr                1           1    1       1 2.234200E+01 1.740000E-01   0.000000E+00 0.000000E+00         null 2.059036E+01 0.000000E+00 2.059036E+01 1.546887E-01 2.059036E+01 164.034781 311.248050 
 1809211300070449 5.0780882 59.2584232  1809    11    3 zr                0           0    0       0 2.286700E+01 3.010000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.052973 176.135642 
  806303100082189 4.9859319 59.3158656   806     3    1 zi               31          27   35      30 2.041300E+01 7.300000E-02   1.686091E-06 1.513021E+00 2.968066E-01 2.084460E+01 1.369114E-01 2.046031E+01 1.341586E-01 1.909069E+01 164.056323 285.272640 
  806103400020663 5.0709477 59.2583172   806     3    4 zg                0           0    0       0 2.256600E+01 2.990000E-01  4.713030E-317         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.075294 180.727644 
  806303400086287 5.0578253 59.2588897   806     3    4 zi                0           0    0       0 2.250700E+01 3.160000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.108239 189.197639 
 1809111300042552 4.9866032 59.3171280  1809    11    3 zg                0           0    0       0 2.295000E+01 2.730000E-01  7.200520E-318         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.125273 286.916764 
  806303100088206 5.1291865 59.3389568   806     3    1 zi                0           0    0       0 2.167700E+01 1.540000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.131672  39.698592 
  806203400000115 5.0826936 59.2586146   806     3    4 zr              153         150  158     155 2.088100E+01 7.000000E-02   1.356952E-06 1.110214E+00 2.465764E-01 2.121766E+01 1.264782E-01 2.076783E+01 1.689013E-01 1.960472E+01 164.155914 173.166841 
  806303100042182 5.1088404 59.3454664   806     3    1 zi                0           0    2       1 2.166400E+01 1.910000E-01   0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.967590E-01 0.000000E+00 164.197688  24.263220 
  806303100088128 5.1057381 59.3461469   806     3    1 zi                1           1    1       1 2.187600E+01 2.360000E-01   0.000000E+00 0.000000E+00         null 2.136331E+01 0.000000E+00 2.136331E+01 1.940892E-01 2.136331E+01 164.204908  22.100096 
 1809111300005522 5.1551261 59.2870816  1809    11    3 zg               31          31   32      32 2.070000E+01 2.800000E-02   1.498610E-06 8.880446E-01 1.817195E-01 2.105598E+01 9.291649E-02 2.057334E+01 1.551251E-01 2.018223E+01 164.210526 111.586928 
  806303100061766 5.1540085 59.3221369   806     3    1 zi                0           0    0       0 2.174500E+01 1.760000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.232360  66.388162 
  806103100048121 4.9889786 59.2871114   806     3    1 zg                1           1    1       1 2.212900E+01 2.880000E-01   0.000000E+00 0.000000E+00         null 2.117591E+01 0.000000E+00 2.117591E+01 1.732045E-01 2.117591E+01 164.265488 248.460938 
 1809111300042704 4.9891688 59.2868552  1809    11    3 zg                2           2    2       2 2.191400E+01 9.000000E-02   4.912565E-07 0.000000E+00 2.262038E-01 2.138612E+01 0.000000E+00 2.122617E+01 2.008206E-01 2.106622E+01 164.283002 248.116956 
 1809211300008487 5.1551878 59.2870974  1809    11    3 zr               72          72   79      79 1.946200E+01 2.900000E-02   5.599964E-07 1.110110E+00 8.062194E-02 1.971963E+01 5.232716E-02 1.945166E+01 6.988517E-02 1.926644E+01 164.294996 111.553891 
  806303100082713 5.1552060 59.2870988   806     3    1 zi               35          31   39      34 1.895200E+01 4.100000E-02   3.426467E-07 8.441212E-01 4.809389E-02 1.912254E+01 2.623940E-02 1.897852E+01 4.608642E-02 1.888279E+01 164.324247 111.547957 
 1809211300066469 5.1182061 59.3430084  1809    11    3 zr                0           0    1       1 2.236700E+01 1.960000E-01   0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.469314E-01 0.000000E+00 164.345292  31.010734 
  806303100073564 4.9837062 59.3109392   806     3    1 zi                6           4    7       5 2.133800E+01 1.160000E-01   1.021095E-06 6.726980E-01 2.045642E-01 2.124317E+01 8.171558E-02 2.113278E+01 1.800979E-01 2.069893E+01 164.362504 278.919836 
 1809111300003645 5.0489628 59.3480081  1809    11    3 zg                7           7    7       7 2.153800E+01 1.040000E-01   1.468965E-06 1.309625E+00 2.326355E-01 2.174310E+01 1.862850E-01 2.136747E+01 2.108896E-01 2.107392E+01 164.401758 345.043983 
 1809111300037665 5.0826971 59.2585369  1809    11    3 zg                0           0    0       0 2.234600E+01 1.910000E-01  6.932616E-310         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.434420 173.176194 
 1809211300074666 5.1090520 59.3454932  1809    11    3 zr                2           2    2       2 2.258600E+01 2.190000E-01   1.755610E-06 0.000000E+00 4.660565E-02 2.116853E+01 0.000000E+00 2.113557E+01 1.956804E-01 2.110262E+01 164.445721  24.372728 
 1809111300047813 5.1183590 59.3429947  1809    11    3 zg                0           0    0       0 2.299200E+01 3.240000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.448020  31.103373 
  806303100073296 5.1482456 59.3278982   806     3    1 zi                1           1    1       1 2.169300E+01 2.220000E-01   0.000000E+00 0.000000E+00         null 2.133284E+01 0.000000E+00 2.133284E+01 1.920240E-01 2.133284E+01 164.464716  58.263991 
 1809211300054975 5.0828364 59.2585314  1809    11    3 zr               26          26   26      26 2.085800E+01 6.000000E-02   1.190341E-06 1.031588E+00 1.730241E-01 2.117964E+01 1.198778E-01 2.082445E+01 1.722885E-01 2.033759E+01 164.484690 173.088351 
  806303400082473 5.0828166 59.2585255   806     3    4 zi               33          28   34      29 2.022500E+01 6.400000E-02   9.198921E-07 1.091344E+00 1.107290E-01 2.047271E+01 8.220863E-02 2.020253E+01 1.116811E-01 2.000612E+01 164.501402 173.101839 
  806203100051764 5.0048412 59.3340763   806     3    1 zr                9           8    9       8 2.230300E+01 2.820000E-01   2.161610E-06 1.928985E+00 3.512502E-01 2.190973E+01 2.938442E-01 2.154759E+01 2.258459E-01 2.097457E+01 164.513665 311.371285 
  806303100082018 4.9971370 59.3289136   806     3    1 zi                2           2    2       2 2.150700E+01 1.210000E-01   1.346363E-06 0.000000E+00 5.868230E-01 2.143883E+01 0.000000E+00 2.102388E+01 1.710792E-01 2.060893E+01 164.529066 303.230093 
 1809111300005899 5.0092450 59.2713438  1809    11    3 zg               39          39   40      40 2.053900E+01 3.400000E-02   1.341778E-06 1.036920E+00 1.623563E-01 2.077721E+01 1.037846E-01 2.049073E+01 1.483923E-01 2.005663E+01 164.545135 224.624094 
  806303100061246 5.0163442 59.3396763   806     3    1 zi               33          29   37      32 2.076300E+01 8.400000E-02   1.380549E-06 1.526626E+00 1.673139E-01 2.091231E+01 1.479530E-01 2.061980E+01 1.436863E-01 2.026796E+01 164.553427 321.551838 
 1809211300041801 5.0489057 59.3480559  1809    11    3 zr               29          29   29      29 2.085200E+01 5.900000E-02   8.452273E-07 1.268140E+00 1.723242E-01 2.111952E+01 1.493893E-01 2.085590E+01 1.746531E-01 2.046170E+01 164.595085 345.024221 
 1809211300061639 5.0163589 59.3397008  1809    11    3 zr                3           3    3       3 2.167300E+01 1.030000E-01   1.355416E-06 0.000000E+00 3.280607E-01 2.158402E+01 0.000000E+00 2.111068E+01 1.938087E-01 2.095387E+01 164.605676 321.578299 
 1809211300054806 5.0092360 59.2713239  1809    11    3 zr               77          77   84      84 1.915600E+01 3.600000E-02   5.247054E-07 1.200227E+00 6.127128E-02 1.934783E+01 4.591370E-02 1.916660E+01 5.671566E-02 1.903811E+01 164.607793 224.610699 
  806103100040043 5.0486622 59.3480271   806     3    1 zg               63          61   67      65 2.168900E+01 1.410000E-01   1.924900E-06 1.136883E+00 2.590175E-01 2.188111E+01 1.445503E-01 2.143966E+01 1.885070E-01 2.062903E+01 164.611212 344.864626 
  806203400044254 5.0378975 59.2616210   806     3    4 zr              480         472  763     752 1.696100E+01 1.900000E-02   3.241904E-07 1.117761E+00 2.328081E-02 1.702994E+01 1.282406E-02 1.692408E+01 1.700985E-02 1.678975E+01 164.639951 202.459235 
  806103400035811 5.0379148 59.2616170   806     3    4 zg              186         177  219     210 1.854800E+01 2.000000E-02   4.595259E-07 1.285259E+00 5.848994E-02 1.877785E+01 3.618431E-02 1.860682E+01 4.174010E-02 1.840279E+01 164.641120 202.447084 
  806203100043194 5.1435540 59.3314840   806     3    1 zr              252         249  252     249 2.106600E+01 8.600000E-02   1.316947E-06 1.041541E+00 2.455220E-01 2.167818E+01 1.328278E-01 2.104355E+01 1.890761E-01 1.951935E+01 164.642605  52.858511 
  806303100091343 4.9824893 59.3034830   806     3    1 zi                0           0    0       0 2.160500E+01 1.080000E-01   0.000000E+00         null 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00         null 0.000000E+00 164.652294 269.528651 
  806103100029352 5.0686450 59.3495932   806     3    1 zg              151         148  171     168 2.100100E+01 5.100000E-02   1.576509E-06 1.167392E+00 2.015003E-01 2.152558E+01 1.276569E-01 2.099391E+01 1.621256E-01 2.036611E+01 164.652413 357.805738 
  806103400029823 5.1094919 59.2623352   806     3    4 zg               18          17   19      18 2.168600E+01 1.340000E-01   1.928091E-06 1.089195E+00 2.802649E-01 2.209454E+01 1.463060E-01 2.159906E+01 1.991502E-01 2.091825E+01 164.657721 155.287572 
  806303100082155 4.9871067 59.3184376   806     3    1 zi                9           8   12      10 2.121200E+01 1.340000E-01   1.560524E-06 1.139126E+00 2.217561E-01 2.135430E+01 1.294823E-01 2.094283E+01 1.685243E-01 2.058197E+01 164.675505 288.580218 
 1809211300042796 4.9897364 59.2858724  1809    11    3 zr               19          19   19      19 2.072200E+01 1.090000E-01   1.906846E-06 8.986616E-01 3.053460E-01 2.104867E+01 9.330177E-02 2.058025E+01 1.539280E-01 1.978180E+01 164.678738 246.839379 
 1809111300037638 5.0379145 59.2616047  1809    11    3 zg               62          62   65      65 1.859100E+01 2.400000E-02   3.960989E-07 1.093723E+00 4.765209E-02 1.868207E+01 3.182507E-02 1.858508E+01 4.314059E-02 1.845203E+01 164.682265 202.441386 
  806103100019276 5.1435225 59.3315312   806     3    1 zg               47          44   55      52 2.160300E+01 1.020000E-01   1.900812E-06 1.271088E+00 2.310591E-01 2.188048E+01 1.656418E-01 2.152353E+01 1.932050E-01 2.095052E+01 164.698997  52.799219 
 1809211300043271 5.0379128 59.2615997  1809    11    3 zr               77          77   86      86 1.691600E+01 1.900000E-02   1.633208E-07 9.196575E-01 1.728313E-02 1.697285E+01 9.729385E-03 1.690622E+01 1.568495E-02 1.687105E+01 164.700098 202.440005 
 1809211300041781 5.0686291 59.3496079  1809    11    3 zr               68          68   74      74 1.993900E+01 3.700000E-02   7.740809E-07 1.278571E+00 1.142773E-01 2.019458E+01 8.574867E-02 1.994401E+01 9.943206E-02 1.963729E+01 164.706415 357.796300 
  806303400059707 5.0378998 59.2615972   806     3    4 zi               36          31   39      34 1.611100E+01 2.900000E-02   1.081111E-07 8.682887E-01 1.209923E-02 1.613612E+01 6.851196E-03 1.610559E+01 1.169839E-02 1.608415E+01 164.717539 202.446503 
  806203400000047 5.1096331 59.2623429   806     3    4 zr              225         220  237     231 2.045900E+01 6.400000E-02   1.264173E-06 1.068725E+00 1.758339E-01 2.093577E+01 1.055450E-01 2.047666E+01 1.464184E-01 1.983622E+01 164.741202 155.201442 
  806203100021766 5.0489921 59.3481117   806     3    1 zr              316         311  321     316 2.094900E+01 9.100000E-02   1.375211E-06 1.171863E+00 2.373896E-01 2.142119E+01 1.367989E-01 2.082491E+01 1.730732E-01 1.971024E+01 164.748221 345.095568 
